friday,hotelId,price
2017-04-14,5261444,205
2017-04-14,21659,211
2017-04-14,5459142,211
2017-04-14,900931,135
2017-04-14,7192,199
2017-04-14,5210931,166
2017-04-14,14849368,207
2017-04-14,888723,198
2017-04-14,16150,247
2017-04-14,2023296,185
2017-04-14,24388,193
2017-04-14,14632225,223
2017-04-14,12332,184
2017-04-14,582514,239
2017-04-14,462335,350
2017-04-14,1112611,340
2017-04-14,5221423,121
2017-04-14,6473,264
2017-04-14,1886693,98
2017-04-14,571680,178
2017-04-14,900817,176
2017-04-14,1402005,182
2017-04-14,888528,308
2017-04-14,436250,240
2017-04-14,544087,276
2017-04-14,888718,179
2017-04-14,14264,98
2017-04-14,25578,285
2017-04-14,899176,454
2017-04-14,84048,182
2017-04-14,527232,216
2017-04-14,6490,228
2017-04-14,582065,228
2017-04-14,7528,308
2017-04-14,898660,167
2017-04-14,431650,234
2017-04-14,8765476,136
2017-04-14,3657,284
2017-04-14,26085,115
2017-04-14,15538456,356
2017-04-14,582415,120
2017-04-14,4278,315
2017-04-14,1486728,107
2017-04-14,10947164,207
2017-04-14,9577114,125
2017-04-14,4661230,306
2017-04-14,2379978,264
2017-04-14,900985,165
2017-04-14,26145,156
2017-04-14,1144039,205
2017-04-14,4883915,233
2017-04-14,201127,172
2017-04-14,3551,367
2017-04-14,3296165,195
2017-04-14,1038731,183
2017-04-14,9732709,360
2017-04-14,1402886,241
2017-04-14,3907784,259
2017-04-14,118126,128
2017-04-14,7238,122
2017-04-14,3977996,167
2017-04-14,1402870,217
2017-04-14,4923931,205
2017-04-14,6470359,111
2017-04-14,55005,176
2017-04-14,598182,191
2017-04-14,8171297,519
2017-04-14,26028,139
2017-04-14,1793825,258
2017-04-14,900646,86
2017-04-14,2543847,225
2017-04-14,2752030,230
2017-04-14,1381705,181
2017-04-14,64749,109
2017-04-14,984512,181
2017-04-14,889177,171
2017-04-14,55000,276
2017-04-14,1818938,190
2017-04-14,1348282,173
2017-04-14,23016,432
2017-04-14,13576455,85
2017-04-14,1890700,131
2017-04-14,64071,109
2017-04-14,3087913,217
2017-04-14,20124,223
2017-04-14,1709292,148
2017-04-14,7822670,526
2017-04-14,914179,228
2017-04-14,7989,242
2017-04-14,909423,98
2017-04-14,1348046,348
2017-04-14,11715,214
2017-04-14,3032413,247
2017-04-14,25596,244
2017-04-21,20098,501
2017-04-21,537268,450
2017-04-21,28146,463
2017-04-21,3849185,528
2017-04-21,5169,317
2017-04-21,16363485,201
2017-04-21,4944634,249
2017-04-21,21208,596
2017-04-21,21688,191
2017-04-21,12084011,211
2017-04-21,10939,285
2017-04-21,438636,599
2017-04-21,20515,200
2017-04-21,21364,438
2017-04-21,179,235
2017-04-21,18561,188
2017-04-21,4836998,237
2017-04-21,116041,195
2017-04-21,7082613,195
2017-04-21,3872807,133
2017-04-21,1585328,212
2017-04-21,1584661,208
2017-04-21,47581,189
2017-04-21,7606,385
2017-04-21,574158,256
2017-04-21,4735824,182
2017-04-21,15411328,192
2017-04-21,5349114,467
2017-04-21,888830,180
2017-04-21,13891,267
2017-04-21,559690,142
2017-04-21,62755,191
2017-04-21,1217618,205
2017-04-21,28126,178
2017-04-21,115923,384
2017-04-21,11196,434
2017-04-21,518026,202
2017-04-21,201089,168
2017-04-21,10430,257
2017-04-21,525490,252
2017-04-21,2651,198
2017-04-21,523223,213
2017-04-21,578692,318
2017-04-21,2816681,188
2017-04-21,27158,585
2017-04-21,115911,183
2017-04-21,559689,131
2017-04-21,34285,139
2017-04-21,523228,266
2017-04-21,9745,259
2017-04-21,428403,168
2017-04-21,447050,219
2017-04-21,807771,265
2017-04-21,49091,393
2017-04-21,8466215,240
2017-04-21,528338,224
2017-04-21,15588,613
2017-04-21,5627,290
2017-04-21,527482,245
2017-04-21,854775,170
2017-04-21,528337,397
2017-04-21,856595,409
2017-04-21,535667,219
2017-04-21,523756,361
2017-04-21,888733,156
2017-04-21,20210,214
2017-04-21,470865,361
2017-04-21,62766,216
2017-04-21,2276,701
2017-04-21,847459,185
2017-04-21,10744,371
2017-04-21,8035714,474
2017-04-21,8161,210
2017-04-21,914263,166
2017-04-21,6232954,227
2017-04-21,2156327,216
2017-04-21,14736047,205
2017-04-21,25926,224
2017-04-21,21352,382
2017-04-21,329968,173
2017-04-21,455821,353
2017-04-21,16413,208
2017-04-21,1183908,216
2017-04-21,5244458,210
2017-04-21,801796,234
2017-04-21,891035,237
2017-04-21,5685761,262
2017-04-21,1118954,297
2017-04-21,6511543,285
2017-04-21,2301472,230
2017-04-21,1742184,270
2017-04-21,7733871,228
2017-04-21,8563,488
2017-04-21,15118004,229
2017-04-21,2605,194
2017-04-21,26802,164
2017-04-21,900931,125
2017-04-21,888528,248
2017-04-21,9789,173
2017-04-21,21659,200
2017-04-21,84048,141
2017-04-21,7049006,186
2017-04-21,54987,272
2017-04-21,5261444,205
2017-04-21,5210931,157
2017-04-21,909545,228
2017-04-21,6473,234
2017-04-21,5173526,133
2017-04-21,14849368,207
2017-04-21,431650,193
2017-04-21,527232,191
2017-04-21,24388,193
2017-04-21,14632225,223
2017-04-21,16150,291
2017-04-21,5459142,237
2017-04-21,462335,350
2017-04-21,2023296,190
2017-04-21,12332,194
2017-04-21,544087,276
2017-04-21,571680,189
2017-04-21,7192,245
2017-04-21,1402005,194
2017-04-21,888723,229
2017-04-21,1058226,228
2017-04-21,25578,285
2017-04-21,3231188,224
2017-04-21,5221423,139
2017-04-21,899176,467
2017-04-21,900985,150
2017-04-21,582415,120
2017-04-21,436250,259
2017-04-21,1486728,103
2017-04-21,15538456,364
2017-04-21,7528,323
2017-04-21,1402870,193
2017-04-21,10947164,207
2017-04-21,898660,162
2017-04-21,4278,315
2017-04-21,3657,303
2017-04-21,6490,254
2017-04-21,2379978,264
2017-04-21,533987,151
2017-04-21,447037,241
2017-04-21,55005,161
2017-04-21,1402886,235
2017-04-21,7822670,410
2017-04-21,9577114,133
2017-04-21,888718,217
2017-04-21,3551,367
2017-04-21,1144039,206
2017-04-21,2752030,207
2017-04-21,9732709,360
2017-04-21,4923931,205
2017-04-21,201127,183
2017-04-21,118126,133
2017-04-21,1886693,126
2017-04-21,8763846,140
2017-04-21,1348046,294
2017-04-21,1793825,258
2017-04-21,3296165,214
2017-04-21,900646,86
2017-04-21,8171297,519
2017-04-21,26145,174
2017-04-21,7238,131
2017-04-21,64071,113
2017-04-21,582514,350
2017-04-21,26085,148
2017-04-21,1381705,175
2017-04-21,4883915,257
2017-04-21,3907784,285
2017-04-21,3087913,199
2017-04-21,1709292,137
2017-04-21,1818938,190
2017-04-21,23016,432
2017-04-21,10186970,83
2017-04-21,598182,208
2017-04-21,1890700,130
2017-04-21,909423,98
2017-04-21,14264,151
2017-04-21,1038731,226
2017-04-21,3032413,239
2017-04-21,1112611,568
2017-04-21,914179,228
2017-04-21,1348282,187
2017-04-21,21632,205
2017-04-21,13576455,94
2017-04-21,11742576,274
2017-04-21,425849,317
2017-04-21,788906,173
2017-04-21,11715,219
2017-04-21,41852,142
2017-04-21,7422259,279
2017-04-21,55000,291
2017-04-21,1381713,117
2017-04-21,889177,208
2017-04-21,5921175,200
2017-04-21,1381443,114
2017-04-21,19058,396
2017-04-21,7864,167
2017-04-21,1049989,332
2017-04-28,537268,450
2017-04-28,28146,463
2017-04-28,20098,614
2017-04-28,5169,295
2017-04-28,3849185,528
2017-04-28,21688,173
2017-04-28,4944634,249
2017-04-28,12084011,195
2017-04-28,179,208
2017-04-28,3113039,324
2017-04-28,523228,155
2017-04-28,10939,277
2017-04-28,4836998,210
2017-04-28,438636,599
2017-04-28,116041,170
2017-04-28,21208,662
2017-04-28,4735824,151
2017-04-28,20515,200
2017-04-28,18561,188
2017-04-28,1584661,192
2017-04-28,3872807,126
2017-04-28,1585328,198
2017-04-28,13891,222
2017-04-28,574158,251
2017-04-28,7082613,204
2017-04-28,7606,373
2017-04-28,5349114,432
2017-04-28,47581,189
2017-04-28,2276,409
2017-04-28,2651,156
2017-04-28,1217618,183
2017-04-28,15411328,192
2017-04-28,559690,132
2017-04-28,62755,179
2017-04-28,888830,184
2017-04-28,28126,170
2017-04-28,11196,403
2017-04-28,523223,179
2017-04-28,25875,290
2017-04-28,201089,152
2017-04-28,115911,157
2017-04-28,115923,384
2017-04-28,525490,215
2017-04-28,9745,230
2017-04-28,10430,257
2017-04-28,528337,299
2017-04-28,470865,257
2017-04-28,447050,188
2017-04-28,15588,496
2017-04-28,2816681,188
2017-04-28,27158,585
2017-04-28,559689,131
2017-04-28,428403,162
2017-04-28,528338,188
2017-04-28,807771,270
2017-04-28,527482,193
2017-04-28,1118954,207
2017-04-28,34285,149
2017-04-28,8466215,235
2017-04-28,578692,353
2017-04-28,2479,201
2017-04-28,20210,188
2017-04-28,49091,414
2017-04-28,518026,252
2017-04-28,5627,295
2017-04-28,856595,380
2017-04-28,14736047,178
2017-04-28,854775,171
2017-04-28,1742184,209
2017-04-28,888733,156
2017-04-28,62766,212
2017-04-28,847459,187
2017-04-28,5244458,183
2017-04-28,8161,204
2017-04-28,891035,210
2017-04-28,15118004,178
2017-04-28,10744,371
2017-04-28,914263,166
2017-04-28,1183908,197
2017-04-28,535667,234
2017-04-28,801796,214
2017-04-28,523756,405
2017-04-28,8035714,500
2017-04-28,2605,165
2017-04-28,16413,208
2017-04-28,25926,208
2017-04-28,455821,343
2017-04-28,6232954,233
2017-04-28,5173526,110
2017-04-28,909545,191
2017-04-28,7049006,192
2017-04-28,6511543,285
2017-04-28,2301472,230
2017-04-28,5685761,269
2017-04-28,8563,461
2017-04-28,1058226,155
2017-04-28,7733871,234
2017-04-28,21352,370
2017-04-28,84048,133
2017-04-28,54987,245
2017-04-28,26802,164
2017-04-28,900931,125
2017-04-28,5261444,195
2017-04-28,9789,173
2017-04-28,6473,219
2017-04-28,2156327,264
2017-04-28,5210931,161
2017-04-28,5459142,219
2017-04-28,14849368,207
2017-04-28,12332,179
2017-04-28,527232,191
2017-04-28,3231188,196
2017-04-28,888528,299
2017-04-28,24388,193
2017-04-28,1886693,98
2017-04-28,462335,350
2017-04-28,571680,167
2017-04-28,5221423,121
2017-04-28,14632225,233
2017-04-28,21659,230
2017-04-28,900985,134
2017-04-28,544087,276
2017-04-28,888723,222
2017-04-28,16150,257
2017-04-28,431650,204
2017-04-28,582514,239
2017-04-28,1402005,194
2017-04-28,447037,202
2017-04-28,582415,120
2017-04-28,1402870,181
2017-04-28,898660,172
2017-04-28,7192,256
2017-04-28,6490,225
2017-04-28,2023296,180
2017-04-28,15538456,356
2017-04-28,64749,93
2017-04-28,9577114,119
2017-04-28,436250,240
2017-04-28,7822670,387
2017-04-28,10947164,199
2017-04-28,533987,151
2017-04-28,2379978,264
2017-04-28,3657,293
2017-04-28,889177,139
2017-04-28,7528,308
2017-04-28,4661230,273
2017-04-28,888718,212
2017-04-28,899176,493
2017-04-28,118126,125
2017-04-28,3551,367
2017-04-28,1402886,241
2017-04-28,55005,170
2017-04-28,25578,306
2017-04-28,201127,183
2017-04-28,3296165,204
2017-04-28,4923931,205
2017-04-28,582065,264
2017-04-28,8763846,140
2017-04-28,1793825,258
2017-04-28,1112611,429
2017-04-28,900646,86
2017-04-28,2752030,217
2017-04-28,3087913,193
2017-04-28,1348046,282
2017-04-28,8765476,172
2017-04-28,1160321,150
2017-04-28,26085,148
2017-04-28,4278,348
2017-04-28,1381705,175
2017-04-28,1818938,190
2017-04-28,7238,139
2017-04-28,13576455,85
2017-04-28,1890700,131
2017-04-28,9732709,381
2017-04-28,4883915,251
2017-04-28,1486728,144
2017-04-28,41852,128
2017-04-28,64071,109
2017-04-28,1144039,232
2017-04-28,26145,186
2017-04-28,3907784,285
2017-04-28,1038731,207
2017-04-28,11715,199
2017-04-28,914141,102
2017-04-28,21632,205
2017-04-28,1348282,173
2017-04-28,7422259,279
2017-04-28,6706032,148
2017-04-28,55000,291
2017-04-28,23016,490
2017-04-28,1709292,161
2017-04-28,425849,297
2017-04-28,14186,197
2017-04-28,9683512,140
2017-04-28,8171297,610
2017-04-28,4482313,98
2017-04-28,3977996,203
2017-04-28,12569241,84
2017-04-28,914179,228
2017-04-28,1049989,332
2017-05-05,21688,148
2017-05-05,5169,273
2017-05-05,28146,419
2017-05-05,3113039,264
2017-05-05,20098,568
2017-05-05,16363485,188
2017-05-05,179,199
2017-05-05,12084011,203
2017-05-05,4944634,246
2017-05-05,559690,117
2017-05-05,116041,175
2017-05-05,4836998,205
2017-05-05,4735824,162
2017-05-05,3872807,137
2017-05-05,7082613,186
2017-05-05,1584661,187
2017-05-05,2651,148
2017-05-05,888830,159
2017-05-05,1585328,193
2017-05-05,10939,274
2017-05-05,523228,185
2017-05-05,428403,129
2017-05-05,28126,161
2017-05-05,13891,222
2017-05-05,559689,116
2017-05-05,34285,120
2017-05-05,62755,171
2017-05-05,574158,241
2017-05-05,62766,144
2017-05-05,525490,186
2017-05-05,537268,571
2017-05-05,3849185,572
2017-05-05,18561,197
2017-05-05,518026,189
2017-05-05,1217618,189
2017-05-05,21208,596
2017-05-05,25875,263
2017-05-05,528337,254
2017-05-05,9789,113
2017-05-05,49091,284
2017-05-05,2276,318
2017-05-05,201089,157
2017-05-05,10430,237
2017-05-05,527482,173
2017-05-05,2816681,183
2017-05-05,2479,183
2017-05-05,329968,135
2017-05-05,20210,179
2017-05-05,7606,345
2017-05-05,15411328,219
2017-05-05,914263,148
2017-05-05,115911,192
2017-05-05,854775,177
2017-05-05,9745,230
2017-05-05,528338,198
2017-05-05,1118954,207
2017-05-05,5349114,467
2017-05-05,11196,386
2017-05-05,14736047,172
2017-05-05,8161,183
2017-05-05,470865,257
2017-05-05,2156327,173
2017-05-05,47581,254
2017-05-05,5627,265
2017-05-05,807771,270
2017-05-05,1742184,199
2017-05-05,20515,292
2017-05-05,21364,555
2017-05-05,115923,409
2017-05-05,847459,187
2017-05-05,7049006,170
2017-05-05,900931,125
2017-05-05,8466215,214
2017-05-05,5244458,189
2017-05-05,438636,819
2017-05-05,891035,210
2017-05-05,5173526,121
2017-05-05,5210931,139
2017-05-05,523223,233
2017-05-05,1183908,191
2017-05-05,2605,161
2017-05-05,544087,184
2017-05-05,3231188,167
2017-05-05,578692,378
2017-05-05,535667,219
2017-05-05,27158,585
2017-05-05,26802,164
2017-05-05,909545,197
2017-05-05,801796,219
2017-05-05,523756,368
2017-05-05,2301472,230
2017-05-05,1402870,151
2017-05-05,15588,584
2017-05-05,888733,211
2017-05-05,1886693,101
2017-05-05,582415,120
2017-05-05,12332,171
2017-05-05,527232,178
2017-05-05,6232954,233
2017-05-05,5685761,269
2017-05-05,7733871,240
2017-05-05,5261444,205
2017-05-05,6473,219
2017-05-05,15118004,178
2017-05-05,6511543,285
2017-05-05,1486728,103
2017-05-05,856595,380
2017-05-05,84048,162
2017-05-05,16413,254
2017-05-05,10744,371
2017-05-05,14849368,207
2017-05-05,387893,167
2017-05-05,898660,161
2017-05-05,2023296,154
2017-05-05,888723,198
2017-05-05,9577114,119
2017-05-05,1058226,167
2017-05-05,6516748,296
2017-05-05,14264,107
2017-05-05,25926,212
2017-05-05,7192,223
2017-05-05,1402005,184
2017-05-05,1160321,125
2017-05-05,1818938,145
2017-05-05,118126,124
2017-05-05,888528,298
2017-05-05,455821,345
2017-05-05,5459142,219
2017-05-05,21352,373
2017-05-05,64749,100
2017-05-05,1381705,128
2017-05-05,533987,151
2017-05-05,447050,313
2017-05-05,14632225,233
2017-05-05,13576455,85
2017-05-05,7238,122
2017-05-05,55005,161
2017-05-05,5221423,151
2017-05-05,8035714,500
2017-05-05,54987,254
2017-05-05,8763846,140
2017-05-05,1890700,126
2017-05-05,8563,406
2017-05-05,6490,215
2017-05-05,914141,102
2017-05-05,2752030,184
2017-05-05,8765476,154
2017-05-05,900985,180
2017-05-05,41852,124
2017-05-05,909423,98
2017-05-05,64071,126
2017-05-05,201127,188
2017-05-05,900817,222
2017-05-05,4923931,205
2017-05-05,12569241,86
2017-05-05,4482313,98
2017-05-05,1402886,241
2017-05-05,9683512,127
2017-05-05,447037,202
2017-05-05,16150,247
2017-05-05,21659,230
2017-05-05,3087913,193
2017-05-05,889177,166
2017-05-05,888718,212
2017-05-05,3296165,210
2017-05-05,1709292,146
2017-05-05,20124,184
2017-05-05,900646,105
2017-05-05,888338,119
2017-05-05,1381713,117
2017-05-05,571680,172
2017-05-05,2379978,281
2017-05-05,24388,268
2017-05-05,6882056,100
2017-05-05,1793825,258
2017-05-05,15538456,347
2017-05-05,7822670,393
2017-05-05,462335,413
2017-05-05,582065,231
2017-05-05,3005785,247
2017-05-05,888435,99
2017-05-05,984512,191
2017-05-05,5398121,137
2017-05-05,55000,276
2017-05-05,888503,103
2017-05-05,3551,367
2017-05-05,6706032,139
2017-05-05,10947164,247
2017-05-05,115931,129
2017-05-05,21632,205
2017-05-05,77423,122
2017-05-05,5376454,135
2017-05-05,1381443,120
2017-05-05,5040269,139
2017-05-05,598182,158
2017-05-05,388182,138
2017-05-05,14920177,121
2017-05-05,11042,130
2017-05-05,14898060,158
2017-05-05,7499818,118
2017-05-12,20098,568
2017-05-12,28146,497
2017-05-12,5169,282
2017-05-12,537268,571
2017-05-12,179,185
2017-05-12,3113039,294
2017-05-12,3849185,572
2017-05-12,116041,171
2017-05-12,2276,328
2017-05-12,4944634,246
2017-05-12,12084011,203
2017-05-12,21208,596
2017-05-12,4836998,205
2017-05-12,1585328,198
2017-05-12,10939,277
2017-05-12,21688,200
2017-05-12,559690,121
2017-05-12,574158,248
2017-05-12,3872807,141
2017-05-12,2651,153
2017-05-12,7082613,186
2017-05-12,7606,355
2017-05-12,1584661,198
2017-05-12,13891,222
2017-05-12,4735824,167
2017-05-12,470865,224
2017-05-12,523228,179
2017-05-12,62755,156
2017-05-12,888830,160
2017-05-12,428403,133
2017-05-12,21364,572
2017-05-12,18561,217
2017-05-12,525490,207
2017-05-12,62766,148
2017-05-12,1217618,189
2017-05-12,115911,166
2017-05-12,5349114,518
2017-05-12,49091,341
2017-05-12,25875,272
2017-05-12,34285,136
2017-05-12,15411328,226
2017-05-12,10430,255
2017-05-12,20515,301
2017-05-12,28126,170
2017-05-12,9745,221
2017-05-12,527482,178
2017-05-12,528337,276
2017-05-12,201089,157
2017-05-12,15588,512
2017-05-12,11196,422
2017-05-12,518026,189
2017-05-12,2816681,189
2017-05-12,438636,819
2017-05-12,559689,116
2017-05-12,8466215,224
2017-05-12,115923,409
2017-05-12,47581,254
2017-05-12,2479,184
2017-05-12,528338,214
2017-05-12,523223,233
2017-05-12,5627,262
2017-05-12,1118954,234
2017-05-12,807771,270
2017-05-12,578692,390
2017-05-12,2156327,173
2017-05-12,856595,380
2017-05-12,27158,657
2017-05-12,329968,135
2017-05-12,25926,200
2017-05-12,14736047,172
2017-05-12,891035,217
2017-05-12,535667,219
2017-05-12,9789,122
2017-05-12,20210,210
2017-05-12,914263,148
2017-05-12,1742184,214
2017-05-12,888733,156
2017-05-12,10744,371
2017-05-12,8563,406
2017-05-12,523756,368
2017-05-12,854775,204
2017-05-12,544087,190
2017-05-12,8161,204
2017-05-12,5244458,189
2017-05-12,2605,158
2017-05-12,1183908,197
2017-05-12,21352,373
2017-05-12,15118004,199
2017-05-12,847459,194
2017-05-12,801796,219
2017-05-12,6232954,233
2017-05-12,455821,340
2017-05-12,6511543,294
2017-05-12,447050,313
2017-05-12,54987,262
2017-05-12,8035714,538
2017-05-12,26802,169
2017-05-12,5173526,125
2017-05-12,909545,191
2017-05-12,5685761,298
2017-05-12,900931,129
2017-05-12,7049006,186
2017-05-12,2023296,154
2017-05-12,3231188,172
2017-05-12,16150,255
2017-05-12,6473,219
2017-05-12,21659,209
2017-05-12,5210931,171
2017-05-12,7733871,246
2017-05-12,84048,161
2017-05-12,14849368,219
2017-05-12,6516748,296
2017-05-12,888723,209
2017-05-12,1058226,191
2017-05-12,5261444,242
2017-05-12,16413,254
2017-05-12,2301472,269
2017-05-12,6490,213
2017-05-12,7192,199
2017-05-12,5459142,219
2017-05-12,527232,178
2017-05-12,14632225,240
2017-05-12,12332,173
2017-05-12,1381705,132
2017-05-12,571680,178
2017-05-12,582514,284
2017-05-12,387893,158
2017-05-12,1402870,157
2017-05-12,888528,293
2017-05-12,900817,176
2017-05-12,900985,129
2017-05-12,582065,216
2017-05-12,447037,202
2017-05-12,1886693,104
2017-05-12,1402005,184
2017-05-12,7528,308
2017-05-12,462335,426
2017-05-12,1818938,149
2017-05-12,201127,156
2017-05-12,2752030,189
2017-05-12,15538456,384
2017-05-12,436250,269
2017-05-12,598182,158
2017-05-12,3657,272
2017-05-12,9577114,114
2017-05-12,8765476,136
2017-05-12,6470359,99
2017-05-12,10546518,148
2017-05-12,5221423,155
2017-05-12,8171297,502
2017-05-12,431650,248
2017-05-12,899176,493
2017-05-12,1486728,114
2017-05-12,4661230,306
2017-05-12,7822670,405
2017-05-12,1112611,477
2017-05-12,898660,172
2017-05-12,10947164,264
2017-05-12,8763846,132
2017-05-12,582415,120
2017-05-12,533987,155
2017-05-12,888718,201
2017-05-12,26134,121
2017-05-12,24388,276
2017-05-12,1348282,184
2017-05-12,1144039,207
2017-05-12,4278,348
2017-05-12,20124,190
2017-05-12,7238,126
2017-05-12,1160321,125
2017-05-12,64749,103
2017-05-12,26145,162
2017-05-12,1348046,276
2017-05-12,3551,367
2017-05-12,1402886,241
2017-05-12,9732709,433
2017-05-12,2379978,281
2017-05-12,1793825,266
2017-05-12,889177,172
2017-05-12,55005,170
2017-05-12,14264,125
2017-05-12,118126,129
2017-05-12,3907784,285
2017-05-12,4923931,205
2017-05-12,4883915,263
2017-05-12,7989,250
2017-05-12,41852,128
2017-05-12,1890700,129
2017-05-12,14186,188
2017-05-12,3977996,192
2017-05-12,3087913,193
2017-05-12,11715,197
2017-05-12,425849,297
2017-05-12,26085,171
2017-05-12,84047,157
2017-05-12,1709292,155
2017-05-12,9683512,131
2017-05-12,3296165,227
2017-05-12,914179,228
2017-05-12,23016,432
2017-05-19,20098,568
2017-05-19,5169,310
2017-05-19,537268,571
2017-05-19,28146,559
2017-05-19,179,185
2017-05-19,21688,170
2017-05-19,3849185,572
2017-05-19,4944634,246
2017-05-19,2276,293
2017-05-19,116041,165
2017-05-19,12084011,211
2017-05-19,1585328,177
2017-05-19,10939,281
2017-05-19,4836998,216
2017-05-19,1584661,182
2017-05-19,21208,662
2017-05-19,4735824,162
2017-05-19,7606,355
2017-05-19,13891,222
2017-05-19,3872807,130
2017-05-19,523228,179
2017-05-19,574158,241
2017-05-19,2651,148
2017-05-19,7082613,204
2017-05-19,559690,122
2017-05-19,18561,222
2017-05-19,62755,171
2017-05-19,528337,254
2017-05-19,1217618,189
2017-05-19,21364,555
2017-05-19,25875,277
2017-05-19,49091,308
2017-05-19,525490,196
2017-05-19,28126,174
2017-05-19,470865,237
2017-05-19,62766,141
2017-05-19,888830,192
2017-05-19,5349114,502
2017-05-19,518026,189
2017-05-19,201089,157
2017-05-19,15411328,219
2017-05-19,438636,897
2017-05-19,20515,292
2017-05-19,10430,255
2017-05-19,11196,446
2017-05-19,2816681,178
2017-05-19,34285,130
2017-05-19,115923,409
2017-05-19,9745,240
2017-05-19,115911,174
2017-05-19,47581,254
2017-05-19,559689,131
2017-05-19,428403,163
2017-05-19,8466215,225
2017-05-19,20210,173
2017-05-19,527482,219
2017-05-19,807771,270
2017-05-19,2479,195
2017-05-19,523223,233
2017-05-19,5627,269
2017-05-19,854775,177
2017-05-19,27158,657
2017-05-19,528338,207
2017-05-19,856595,380
2017-05-19,578692,378
2017-05-19,1118954,227
2017-05-19,2156327,185
2017-05-19,9789,122
2017-05-19,914263,153
2017-05-19,535667,219
2017-05-19,523756,368
2017-05-19,15588,672
2017-05-19,10744,371
2017-05-19,8161,204
2017-05-19,447050,274
2017-05-19,891035,210
2017-05-19,5244458,189
2017-05-19,847459,194
2017-05-19,8563,406
2017-05-19,8035714,500
2017-05-19,14736047,199
2017-05-19,21352,373
2017-05-19,1742184,240
2017-05-19,25926,221
2017-05-19,455821,345
2017-05-19,544087,184
2017-05-19,6232954,233
2017-05-19,888528,214
2017-05-19,7733871,210
2017-05-19,1183908,216
2017-05-19,801796,234
2017-05-19,909545,191
2017-05-19,6511543,285
2017-05-19,15118004,219
2017-05-19,7049006,170
2017-05-19,2605,194
2017-05-19,54987,254
2017-05-19,26802,164
2017-05-19,5685761,286
2017-05-19,5173526,121
2017-05-19,900931,125
2017-05-19,6473,229
2017-05-19,16150,255
2017-05-19,2301472,269
2017-05-19,21659,209
2017-05-19,527232,178
2017-05-19,12332,171
2017-05-19,1058226,185
2017-05-19,2023296,172
2017-05-19,5210931,166
2017-05-19,5459142,219
2017-05-19,7192,211
2017-05-19,3231188,189
2017-05-19,14849368,212
2017-05-19,6516748,287
2017-05-19,888723,203
2017-05-19,900817,176
2017-05-19,14632225,233
2017-05-19,571680,178
2017-05-19,387893,167
2017-05-19,5261444,252
2017-05-19,582065,216
2017-05-19,329968,270
2017-05-19,1381705,128
2017-05-19,16413,327
2017-05-19,900985,144
2017-05-19,6490,228
2017-05-19,9577114,114
2017-05-19,1402870,181
2017-05-19,201127,151
2017-05-19,582415,120
2017-05-19,1402005,203
2017-05-19,8765476,136
2017-05-19,25578,285
2017-05-19,462335,413
2017-05-19,1818938,145
2017-05-19,7528,308
2017-05-19,582514,273
2017-05-19,2752030,184
2017-05-19,1886693,111
2017-05-19,4661230,284
2017-05-19,431650,245
2017-05-19,7822670,393
2017-05-19,15538456,381
2017-05-19,899176,493
2017-05-19,436250,269
2017-05-19,5221423,151
2017-05-19,888718,207
2017-05-19,889177,139
2017-05-19,533987,151
2017-05-19,8763846,126
2017-05-19,898660,167
2017-05-19,3657,264
2017-05-19,1486728,115
2017-05-19,3551,367
2017-05-19,1402886,241
2017-05-19,2379978,281
2017-05-19,6470359,106
2017-05-19,24388,268
2017-05-19,84048,226
2017-05-19,7238,122
2017-05-19,1160321,137
2017-05-19,1144039,205
2017-05-19,1348046,276
2017-05-19,4923931,205
2017-05-19,118126,132
2017-05-19,55005,176
2017-05-19,4278,348
2017-05-19,1112611,456
2017-05-19,1793825,258
2017-05-19,8171297,498
2017-05-19,20124,194
2017-05-19,14264,130
2017-05-19,3087913,193
2017-05-19,10947164,247
2017-05-19,64749,106
2017-05-19,2543847,225
2017-05-19,1890700,126
2017-05-19,26145,179
2017-05-19,4883915,257
2017-05-19,1038731,202
2017-05-19,3907784,285
2017-05-19,41852,124
2017-05-19,447037,301
2017-05-19,984512,191
2017-05-19,598182,207
2017-05-19,55000,300
2017-05-19,9732709,420
2017-05-19,26085,166
2017-05-19,909423,98
2017-05-19,10186970,82
2017-05-19,6706032,139
2017-05-19,1709292,150
2017-05-19,425849,297
2017-05-19,11715,207
2017-05-19,21632,205
2017-05-19,888338,115
2017-05-19,914141,102
2017-05-19,7989,242
2017-05-19,914179,228
2017-05-26,28146,521
2017-05-26,3113039,276
2017-05-26,537268,571
2017-05-26,5169,327
2017-05-26,20098,759
2017-05-26,16363485,188
2017-05-26,3849185,586
2017-05-26,4944634,260
2017-05-26,116041,165
2017-05-26,21688,211
2017-05-26,4836998,226
2017-05-26,179,241
2017-05-26,12084011,242
2017-05-26,1585328,203
2017-05-26,7606,361
2017-05-26,2276,374
2017-05-26,4735824,171
2017-05-26,1584661,209
2017-05-26,7082613,204
2017-05-26,574158,251
2017-05-26,523228,197
2017-05-26,10939,352
2017-05-26,25875,274
2017-05-26,888830,182
2017-05-26,559690,137
2017-05-26,3872807,157
2017-05-26,1217618,194
2017-05-26,438636,819
2017-05-26,5349114,491
2017-05-26,2651,173
2017-05-26,62755,187
2017-05-26,518026,189
2017-05-26,470865,242
2017-05-26,21208,771
2017-05-26,18561,250
